ID	Score	Source	Perturbation	Observed node	Categorization
1	1.0	Bacteria=0,CASP3_Activator=1,CASP6_Activator=1,CASP7_Activator=0,CD40LG=1,FASLG=0,IFNA=1,IFNB1=1,IFNG=0,ILIB=1,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=0,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=0,Virus=0		TAP1gene	ON
2	1.0	Bacteria=0,CASP3_Activator=1,CASP6_Activator=1,CASP7_Activator=0,CD40LG=1,FASLG=0,IFNA=1,IFNB1=1,IFNG=0,ILIB=1,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=0,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=0,Virus=0		CASP3gene	ON
3	1.0	Bacteria=0,CASP3_Activator=1,CASP6_Activator=1,CASP7_Activator=0,CD40LG=1,FASLG=0,IFNA=1,IFNB1=1,IFNG=0,ILIB=1,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=0,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=0,Virus=0		IFR5gene	OFF
4	1.0	Bacteria=0,CASP3_Activator=1,CASP6_Activator=1,CASP7_Activator=0,CD40LG=1,FASLG=0,IFNA=1,IFNB1=1,IFNG=0,ILIB=1,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=0,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=0,Virus=0		CXCL9gene	OFF
5	1.0	Bacteria=0,CASP3_Activator=1,CASP6_Activator=1,CASP7_Activator=0,CD40LG=1,FASLG=0,IFNA=1,IFNB1=1,IFNG=0,ILIB=1,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=0,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=0,Virus=0		TRAF1gene	OFF
6	1.0	Bacteria=0,CASP3_Activator=1,CASP6_Activator=1,CASP7_Activator=0,CD40LG=1,FASLG=0,IFNA=1,IFNB1=1,IFNG=0,ILIB=1,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=0,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=0,Virus=0		IRF2gene	ON
7	1.0	Bacteria=0,CASP3_Activator=1,CASP6_Activator=1,CASP7_Activator=0,CD40LG=1,FASLG=0,IFNA=1,IFNB1=1,IFNG=0,ILIB=1,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=0,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=0,Virus=0		G1P2gene	ON
8	1.0	Bacteria=0,CASP3_Activator=1,CASP6_Activator=1,CASP7_Activator=0,CD40LG=1,FASLG=0,IFNA=1,IFNB1=1,IFNG=0,ILIB=1,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=0,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=0,Virus=0		PTPN2	ON
9	1.0	Bacteria=0,CASP3_Activator=1,CASP6_Activator=1,CASP7_Activator=0,CD40LG=1,FASLG=0,IFNA=1,IFNB1=1,IFNG=0,ILIB=1,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=0,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=0,Virus=0		BIRC3gene	OFF
10	1.0	Bacteria=0,CASP3_Activator=1,CASP6_Activator=1,CASP7_Activator=0,CD40LG=1,FASLG=0,IFNA=1,IFNB1=1,IFNG=0,ILIB=1,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=0,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=0,Virus=0		IFNAgene	ON
11	1.0	Bacteria=0,CASP3_Activator=1,CASP6_Activator=1,CASP7_Activator=0,CD40LG=1,FASLG=0,IFNA=1,IFNB1=1,IFNG=0,ILIB=1,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=0,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=0,Virus=0		CCL5gene	ON
