ID	Score	Source	Perturbation	Observed node	Categorization
1	1.0			sFas	Some
2	1.0			Caspase	OFF
3	1.0			TCR	Some
4	1.0			IAP	Some
5	1.0			MCL1	Some
6	1.0			BID	OFF
7	1.0			GPCR	Some
8	1.0			SMAD	Some
9	1.0			Ceramide	OFF
10	1.0			IFNG	OFF
11	1.0			P2	Some
12	1.0			CTLA4	Some
13	1.0			Apoptosis	Some
14	1.0			DISC	OFF
15	1.0			FLIP	Some
16	1.0			CREB	OFF
17	1.0			Fas	OFF
18	1.0		BID CA,FLIP KO	CREB	OFF
19	1.0		IAP KO,SMAD CA	CREB	OFF
20	1.0		Apoptosis KO,BID KO,Ceramide KO,S1P KO,sFas KO	GPCR	OFF
21	1.0		Apoptosis KO,BID KO,Ceramide KO,S1P KO,sFas KO	CREB	OFF
22	1.0		CTLA4 KO	IAP	Some
23	1.0		CTLA4 KO	S1P	Some
24	1.0		CTLA4 KO	Apoptosis	Some
25	1.0		CTLA4 KO	CREB	OFF
26	1.0		CTLA4 KO	Fas	OFF
27	1.0		BID CA	MCL1	OFF
28	1.0		BID CA	CREB	OFF
29	1.0		MCL1 KO	Caspase	OFF
30	1.0		MCL1 KO	CREB	OFF
31	1.0		MCL1 KO	BID	OFF
32	1.0		MCL1 KO	FLIP	OFF
33	1.0		MCL1 KO	IFNG	OFF
34	1.0		DISC CA	FLIP	OFF
35	1.0		DISC CA	Caspase	OFF
36	1.0		DISC CA	CREB	OFF
37	1.0		IFNG CA,S1P KO	CREB	OFF
38	1.0		Apoptosis CA	sFas	OFF
39	1.0		Apoptosis CA	Caspase	OFF
40	1.0		Apoptosis CA	GPCR	OFF
41	1.0		Apoptosis CA	Ceramide	OFF
42	1.0		Apoptosis CA	FLIP	OFF
43	1.0		Apoptosis CA	CREB	OFF
44	1.0		FLIP KO,IAP KO	Apoptosis	Some
45	1.0		FLIP KO,IAP KO	CREB	OFF
46	1.0		Apoptosis KO	P2	Some
47	1.0		Apoptosis KO	CREB	OFF
48	1.0		DISC CA,FLIP KO	Apoptosis	ON
49	1.0		DISC CA,FLIP KO	CREB	OFF
50	1.0		Caspase CA	Apoptosis	ON
51	1.0		Caspase CA	S1P	OFF
52	1.0		Caspase CA	CREB	OFF
53	1.0		GPCR CA	sFas	Some
54	1.0		GPCR CA	IAP	Some
55	1.0		GPCR CA	Ceramide	OFF
56	1.0		GPCR CA	CTLA4	Some
57	1.0		GPCR CA	CREB	OFF
58	1.0		BID CA,Fas KO	Ceramide	OFF
59	1.0		BID CA,Fas KO	CREB	OFF
60	1.0		CTLA4 CA,FLIP CA,IFNG KO,SMAD CA	CREB	OFF
61	1.0		Apoptosis CA,S1P KO	SMAD	OFF
62	1.0		Apoptosis CA,S1P KO	CREB	OFF
63	1.0		GPCR KO,TCR KO	FLIP	Some
64	1.0		GPCR KO,TCR KO	CREB	OFF
65	1.0		GPCR KO	FLIP	Some
66	1.0		GPCR KO	MCL1	Some
67	1.0		GPCR KO	CREB	OFF
68	1.0		Ceramide KO,IFNG CA	CREB	Some
69	1.0		Ceramide KO,IFNG CA	Fas	OFF
70	1.0		BID KO	Ceramide	OFF
71	1.0		BID KO	FLIP	Some
72	1.0		BID KO	CREB	OFF
73	1.0		BID KO	Fas	OFF
74	1.0		IFNG KO	sFas	Some
