ID	Score	Source	Perturbation	Observed node	Categorization
1	1.0	CycD=0		E2F	OFF
2	1.0	CycD=0		Rb	ON
3	1.0	CycD=0		CycB	OFF
4	1.0	CycD=0		Cdh1	ON
5	1.0	CycD=0		Cdc20	OFF
6	1.0	CycD=0		UbcH10	OFF
7	1.0	CycD=0		CycA	OFF
8	1.0	CycD=0		p27	ON
9	1.0	CycD=0		CycE	OFF
10	1.0	CycD=1		E2F	Some
11	1.0	CycD=1		Rb	OFF
12	1.0	CycD=1		CycB	Some
13	1.0	CycD=1		Cdh1	Some
14	1.0	CycD=1		Cdc20	Some
15	1.0	CycD=1		UbcH10	Some
16	1.0	CycD=1		p27	OFF
17	1.0	CycD=1		CycA	Some
18	1.0	CycD=0	CycA CA,Rb CA,p27 KO	E2F	OFF
19	1.0	CycD=1	E2F CA	Rb	OFF
20	1.0	CycD=1	Cdh1 CA,CycE CA,E2F CA	UbcH10	OFF
21	1.0	CycD=1	Cdh1 CA,CycE CA,E2F CA	CycA	ON
22	1.0	CycD=0	Cdc20 CA	Cdh1	ON
23	1.0	CycD=0	Cdc20 CA	CycE	Some
24	1.0	CycD=0	Cdc20 CA,Cdh1 CA	UbcH10	Some
25	1.0	CycD=1	CycA KO	CycB	OFF
26	1.0	CycD=1	CycA KO	UbcH10	OFF
27	1.0	CycD=1	CycA KO	E2F	ON
28	1.0	CycD=1	CycA KO	CycE	ON
29	1.0	CycD=0	UbcH10 CA	Rb	Some
30	1.0	CycD=0	UbcH10 CA	CycA	OFF
31	1.0	CycD=0	UbcH10 CA	p27	Some
32	1.0	CycD=1	UbcH10 KO	CycB	Some
33	1.0	CycD=1	UbcH10 KO	p27	OFF
34	1.0	CycD=1	Cdh1 CA,E2F KO	p27	OFF
35	1.0	CycD=0	CycB CA	Cdh1	ON
36	1.0	CycD=0	Cdc20 KO	Rb	Some
37	1.0	CycD=0	E2F KO	CycE	OFF
38	1.0	CycD=1	Cdc20 CA,CycA KO	E2F	ON
39	1.0	CycD=1	Cdc20 CA,CycA KO	p27	OFF
40	1.0	CycD=0	E2F CA	p27	Some
41	1.0	CycD=0	UbcH10 KO	CycB	OFF
42	1.0	CycD=0	p27 KO	Cdc20	OFF
43	1.0	CycD=0	p27 KO	E2F	OFF
44	1.0	CycD=0	p27 KO	CycA	OFF
45	1.0	CycD=0	p27 KO	Rb	ON
46	1.0	CycD=0	CycB CA,CycE KO,p27 KO	Rb	OFF
47	1.0	CycD=1	Cdh1 KO	Cdc20	Some
48	1.0	CycD=1	Cdh1 KO	CycB	Some
49	1.0	CycD=1	Cdh1 KO	p27	OFF
50	1.0	CycD=1	Rb KO	p27	OFF
51	1.0	CycD=1	Rb KO	CycA	Some
52	1.0	CycD=1	CycB KO	UbcH10	ON
53	1.0	CycD=1	CycA CA	Rb	OFF
54	1.0	CycD=1	CycA CA	CycB	Some
55	1.0	CycD=1	CycA CA	Cdh1	Some
56	1.0	CycD=1	CycA CA	Cdc20	Some
57	1.0	CycD=1	CycA CA	UbcH10	ON
58	1.0	CycD=0	UbcH10 KO,p27 CA	CycA	OFF
59	1.0	CycD=1	E2F CA,p27 KO	CycA	Some
60	1.0	CycD=0	Cdh1 CA	Cdc20	OFF
61	1.0	CycD=0	Cdh1 CA	UbcH10	OFF
62	1.0	CycD=0	Cdh1 CA	p27	Some
63	1.0	CycD=1	UbcH10 CA	CycA	OFF
64	1.0	CycD=0	Cdh1 KO	E2F	Some
65	1.0	CycD=0	CycB KO,E2F KO	Cdc20	OFF
66	1.0	CycD=0	CycB KO,E2F KO	p27	Some
67	1.0	CycD=0	CycB KO,E2F KO	Rb	Some
68	1.0	CycD=1	Rb CA,p27 CA	CycB	OFF
69	1.0	CycD=0	CycE CA	Cdh1	Some/ON
70	1.0	CycD=0	CycE CA	UbcH10	OFF/Some
71	1.0	CycD=1	CycA CA,p27 CA	Rb	OFF
72	1.0	CycD=0	Rb CA	E2F	OFF
73	1.0	CycD=0	Cdh1 KO,p27 CA	UbcH10	ON
74	1.0	CycD=0	Cdh1 KO,p27 CA	CycA	Some
75	1.0	CycD=0	Cdh1 CA,p27 CA	Cdc20	OFF
76	1.0	CycD=0	Cdh1 CA,p27 CA	Rb	ON
77	1.0	CycD=0	Cdc20 KO,Cdh1 CA,CycA KO,UbcH10 KO	CycE	Some
78	1.0	CycD=0	Cdc20 KO,Cdh1 CA,CycA KO,UbcH10 KO	Rb	Some
79	1.0	CycD=1	CycB CA	E2F	OFF
80	1.0	CycD=0	CycB CA,CycE CA	Cdh1	ON
81	1.0	CycD=0	CycB CA,CycE CA	p27	OFF
82	1.0	CycD=1	Cdc20 KO	p27	OFF
83	1.0	CycD=1	Cdc20 KO	CycA	Some
84	1.0	CycD=1	CycA CA,CycE CA,p27 CA	CycB	OFF
85	1.0	CycD=1	E2F KO	UbcH10	OFF
86	1.0	CycD=0	CycB KO,Rb KO	Cdc20	OFF
87	1.0	CycD=0	CycB KO,Rb KO	E2F	OFF
88	1.0	CycD=0	CycA CA,E2F CA	Cdc20	OFF/Some
89	1.0	CycD=0	p27 CA	CycE	OFF
90	1.0	CycD=0	Cdc20 CA,Rb KO	CycB	OFF
91	1.0	CycD=0	Cdc20 CA,Rb KO	CycE	ON
92	1.0	CycD=1	Rb CA,p27 KO	Cdc20	OFF
93	1.0	CycD=1	CycB KO,Rb CA,UbcH10 KO	p27	OFF
94	1.0	CycD=1	CycB KO,Rb CA,UbcH10 KO	CycA	OFF
95	1.0	CycD=1	Cdh1 CA,E2F CA	Rb	OFF
96	1.0	CycD=0	CycA KO,p27 CA	Cdc20	OFF
97	1.0	CycD=0	Cdh1 CA,Rb CA	CycB	OFF
98	1.0	CycD=0	CycB KO,UbcH10 KO	CycE	OFF
99	1.0	CycD=0	CycA CA	Cdh1	Some/ON
100	1.0	CycD=0	CycA CA	UbcH10	Some
