ID	Score	Source	Perturbation	Observed node	Categorization
1	1.0		CTLA4 CA	CREB	OFF
2	1.0			sFas	Some
3	1.0			Caspase	OFF
4	1.0			GPCR	Some
5	1.0			TCR	Some
6	1.0			MCL1	Some
7	1.0			BID	OFF
8	1.0			IAP	Some
9	1.0			SMAD	Some
10	1.0			Ceramide	OFF
11	1.0			S1P	Some
12	1.0			P2	Some
13	1.0			Apoptosis	Some
14	1.0			DISC	OFF
15	1.0			FLIP	Some
16	1.0			CREB	OFF
17	1.0			Fas	OFF
18	1.0		SMAD KO	Apoptosis	Some
19	1.0		SMAD KO	S1P	Some
20	1.0		SMAD KO	CREB	OFF
21	1.0		CTLA4 KO,Ceramide CA,MCL1 CA,SMAD CA	Apoptosis	ON
22	1.0		CTLA4 KO,Ceramide CA,MCL1 CA,SMAD CA	CREB	OFF
23	1.0		Fas KO,IFNG KO,MCL1 KO	sFas	OFF
24	1.0		Fas KO,IFNG KO,MCL1 KO	CREB	OFF
25	1.0		CTLA4 KO,P2 CA	S1P	Some
26	1.0		CTLA4 KO,P2 CA	CREB	OFF
27	1.0		CTLA4 KO,P2 CA	Fas	OFF
28	1.0		MCL1 CA	CREB	OFF
29	1.0		TCR CA	Ceramide	OFF
30	1.0		TCR CA	Apoptosis	Some
31	1.0		TCR CA	DISC	OFF
32	1.0		TCR CA	FLIP	Some
33	1.0		TCR CA	CREB	OFF
34	1.0		S1P KO	MCL1	OFF
35	1.0		S1P KO	GPCR	OFF
36	1.0		S1P KO	CREB	OFF
37	1.0		Caspase CA	MCL1	OFF
38	1.0		Caspase CA	TCR	OFF
39	1.0		Caspase CA	CREB	OFF
40	1.0		IFNG CA	DISC	OFF
41	1.0		IFNG CA	TCR	OFF/Some
42	1.0		IFNG CA	CREB	Some
43	1.0		Fas CA	GPCR	Some
44	1.0		Fas CA	CREB	OFF
45	1.0		CTLA4 KO	DISC	OFF
46	1.0		CTLA4 KO	CREB	OFF
47	1.0		GPCR CA	CTLA4	Some
48	1.0		GPCR CA	CREB	OFF
49	1.0		DISC CA,sFas KO	Caspase	OFF
50	1.0		DISC CA,sFas KO	CREB	OFF
51	1.0		Fas KO	CTLA4	Some
52	1.0		Fas KO	CREB	OFF
53	1.0		FLIP KO,IFNG CA	DISC	OFF
54	1.0		FLIP KO,IFNG CA	Ceramide	OFF
55	1.0		FLIP KO,IFNG CA	GPCR	Some
56	1.0		FLIP KO,IFNG CA	CREB	Some
57	1.0		Caspase KO,IFNG KO	P2	Some
58	1.0		Caspase KO,IFNG KO	CREB	OFF
59	1.0		Caspase KO,TCR CA	MCL1	Some
60	1.0		Caspase KO,TCR CA	P2	Some
61	1.0		Caspase KO,TCR CA	CREB	OFF
62	1.0		Ceramide KO	CREB	OFF
63	1.0		Ceramide KO	Fas	OFF
64	1.0		GPCR KO,S1P KO	CREB	OFF
65	1.0		IAP CA,SMAD CA	DISC	OFF
66	1.0		IAP CA,SMAD CA	MCL1	Some
67	1.0		IAP CA,SMAD CA	P2	Some
68	1.0		IAP CA,SMAD CA	CREB	OFF
69	1.0		MCL1 KO	Ceramide	OFF
70	1.0		MCL1 KO	FLIP	OFF
