ID	Score	Source	Perturbation	Observed node	Categorization
1	1.0	CycD=0		E2F	OFF
2	1.0	CycD=0		Rb	ON
3	1.0	CycD=0		CycB	OFF
4	1.0	CycD=0		Cdh1	ON
5	1.0	CycD=0		Cdc20	OFF
6	1.0	CycD=0		UbcH10	OFF
7	1.0	CycD=0		CycA	OFF
8	1.0	CycD=0		p27	ON
9	1.0	CycD=0		CycE	OFF
10	1.0	CycD=0	p27 CA	E2F	OFF
11	1.0	CycD=0	p27 CA	CycE	OFF
12	1.0	CycD=0	UbcH10 CA,p27 KO	CycB	OFF
13	1.0	CycD=0	UbcH10 CA,p27 KO	E2F	Some
14	1.0	CycD=0	UbcH10 CA,p27 KO	CycE	Some
15	1.0	CycD=0	Rb KO	CycB	Some
16	1.0	CycD=0	Rb KO	CycE	Some
17	1.0	CycD=0	UbcH10 CA	CycB	OFF
18	1.0	CycD=0	UbcH10 CA	CycA	OFF
19	1.0	CycD=0	UbcH10 CA	p27	Some
20	1.0	CycD=0	UbcH10 CA	Rb	Some
21	1.0	CycD=1		E2F	Some
22	1.0	CycD=1		Rb	OFF
23	1.0	CycD=1		CycB	Some
24	1.0	CycD=1		Cdh1	Some
25	1.0	CycD=1		Cdc20	Some
26	1.0	CycD=1		UbcH10	Some
27	1.0	CycD=1		CycA	Some
28	1.0	CycD=1		p27	OFF
29	1.0	CycD=1		CycE	Some
30	1.0	CycD=0	Cdh1 KO	UbcH10	ON
31	1.0	CycD=0	Cdh1 KO	Rb	Some
32	1.0	CycD=0	UbcH10 KO	E2F	OFF
33	1.0	CycD=0	UbcH10 KO	p27	ON
34	1.0	CycD=0	CycB KO	E2F	OFF
35	1.0	CycD=0	CycB KO	CycA	Some
36	1.0	CycD=1	Cdh1 CA	Cdc20	OFF
37	1.0	CycD=1	Cdh1 CA	E2F	OFF
38	1.0	CycD=1	Cdh1 CA	p27	OFF
39	1.0	CycD=0	Rb KO,p27 KO	E2F	Some
40	1.0	CycD=1	Cdh1 KO	CycB	Some
41	1.0	CycD=1	CycB KO,UbcH10 CA	CycE	Some
42	1.0	CycD=1	CycB KO,UbcH10 CA	p27	OFF
43	1.0	CycD=1	CycA CA	CycB	Some
44	1.0	CycD=1	CycA CA	E2F	OFF
45	1.0	CycD=1	CycA CA	Rb	OFF
46	1.0	CycD=1	Cdh1 KO,CycA KO	UbcH10	ON
47	1.0	CycD=1	CycA KO	p27	OFF
48	1.0	CycD=0	CycB KO,Rb CA	p27	ON
49	1.0	CycD=1	Cdc20 KO,Rb KO	Cdh1	OFF
50	1.0	CycD=1	Cdc20 KO,Rb KO	UbcH10	ON
51	1.0	CycD=0	Cdc20 CA,CycA CA,p27 CA	Cdh1	ON
52	1.0	CycD=0	CycE KO	E2F	OFF
53	1.0	CycD=1	p27 KO	Rb	OFF
54	1.0	CycD=0	Cdh1 KO,E2F KO	Cdc20	Some
55	1.0	CycD=0	E2F CA,Rb KO	UbcH10	Some
56	1.0	CycD=0	E2F CA,Rb KO	CycA	Some
57	1.0	CycD=0	Cdc20 CA,CycE CA	CycB	OFF
58	1.0	CycD=0	CycA KO,UbcH10 KO	Rb	Some
59	1.0	CycD=1	Rb CA	Cdh1	ON
60	1.0	CycD=1	Rb CA	CycE	OFF
61	1.0	CycD=1	Rb CA	p27	OFF
62	1.0	CycD=1	E2F KO	CycB	OFF
63	1.0	CycD=1	E2F KO	p27	OFF
64	1.0	CycD=1	E2F KO	Rb	OFF
65	1.0	CycD=1	Cdh1 KO,p27 CA	Rb	OFF
66	1.0	CycD=0	p27 KO	Cdc20	OFF
67	1.0	CycD=0	p27 KO	E2F	OFF
68	1.0	CycD=0	p27 KO	Rb	ON
69	1.0	CycD=1	Cdh1 CA,UbcH10 KO	CycE	OFF
70	1.0	CycD=0	Cdh1 CA,UbcH10 CA	CycB	OFF
71	1.0	CycD=0	E2F KO	p27	ON
72	1.0	CycD=1	CycE CA,p27 CA	Cdc20	OFF
73	1.0	CycD=0	Cdc20 CA,CycA KO	CycB	OFF
74	1.0	CycD=1	CycB KO,Rb KO	p27	OFF
75	1.0	CycD=1	Cdc20 CA,Cdh1 CA,CycB CA	CycE	OFF
76	1.0	CycD=0	Cdh1 KO,CycE CA,UbcH10 KO	CycA	Some
77	1.0	CycD=0	Cdc20 CA,CycB CA	E2F	OFF
78	1.0	CycD=1	CycB CA	CycE	OFF
79	1.0	CycD=0	Cdc20 CA,E2F CA	UbcH10	Some
80	1.0	CycD=1	Cdc20 CA,Rb KO	CycB	OFF
81	1.0	CycD=0	CycB CA,UbcH10 KO,p27 KO	Rb	OFF
82	1.0	CycD=0	CycB CA,UbcH10 KO,p27 KO	CycA	OFF
83	1.0	CycD=0	CycB KO,CycE KO	Cdh1	Some
84	1.0	CycD=0	CycB KO,CycE KO	E2F	OFF
85	1.0	CycD=1	CycE CA,UbcH10 CA	Cdh1	ON
86	1.0	CycD=0	Cdc20 KO,CycA KO	p27	Some
87	1.0	CycD=1	Cdc20 CA	Cdh1	ON
88	1.0	CycD=1	Cdc20 CA	E2F	ON
89	1.0	CycD=0	Cdc20 CA,CycB KO,p27 KO	CycA	OFF
90	1.0	CycD=1	CycB KO	E2F	OFF
91	1.0	CycD=0	Cdc20 KO,CycB KO	UbcH10	Some
92	1.0	CycD=0	CycB CA,p27 KO	Cdc20	ON
93	1.0	CycD=1	CycB CA,Rb CA,UbcH10 KO	E2F	OFF
94	1.0	CycD=1	CycB CA,Rb CA,UbcH10 KO	CycA	OFF
95	1.0	CycD=1	UbcH10 CA	E2F	ON
96	1.0	CycD=1	Cdh1 CA,CycE KO,E2F KO	Rb	OFF
97	1.0	CycD=1	E2F KO,p27 KO	Cdc20	OFF
98	1.0	CycD=1	Cdc20 CA,Cdh1 CA,CycA CA,E2F KO,UbcH10 CA	CycB	OFF
99	1.0	CycD=0	Cdc20 CA,p27 CA	UbcH10	Some
100	1.0	CycD=0	Cdc20 CA,p27 CA	Rb	ON
