ID	Score	Source	Perturbation	Observed node	Categorization
1	1.0	CycD=0	p27 CA	Cdc20	OFF
2	1.0	CycD=0	p27 CA	CycA	OFF
3	1.0	CycD=0	p27 CA	E2F	OFF
4	1.0	CycD=1	Cdc20 KO,Rb CA	CycE	OFF
5	1.0	CycD=0		Cdc20	OFF
6	1.0	CycD=0		Cdh1	ON
7	1.0	CycD=0		CycA	OFF
8	1.0	CycD=0		CycB	OFF
9	1.0	CycD=0		CycE	OFF
10	1.0	CycD=0		E2F	OFF
11	1.0	CycD=0		Rb	ON
12	1.0	CycD=0		UbcH10	OFF
13	1.0	CycD=1		Cdc20	Some
14	1.0	CycD=1		Cdh1	Some
15	1.0	CycD=1		CycA	Some
16	1.0	CycD=1		CycB	Some
17	1.0	CycD=1		CycE	Some
18	1.0	CycD=1		E2F	Some
19	1.0	CycD=1		Rb	OFF
20	1.0	CycD=1		UbcH10	Some
21	1.0	CycD=1		p27	OFF
22	1.0	CycD=1	Cdh1 KO	CycA	Some
23	1.0	CycD=1	Cdh1 KO	E2F	Some
24	1.0	CycD=1	Cdh1 KO	UbcH10	ON
25	1.0	CycD=1	UbcH10 CA	CycE	ON
26	1.0	CycD=1	UbcH10 CA	E2F	ON
27	1.0	CycD=0	Cdc20 KO,CycE KO	Cdh1	Some
28	1.0	CycD=0	CycB KO	p27	Some
29	1.0	CycD=1	Cdc20 KO	Cdh1	OFF
30	1.0	CycD=1	Cdc20 KO	CycB	ON
31	1.0	CycD=1	Cdc20 CA,Cdh1 KO	UbcH10	ON
32	1.0	CycD=1	Cdc20 CA,Cdh1 KO	p27	OFF
33	1.0	CycD=0	Cdc20 KO	Cdh1	Some
34	1.0	CycD=0	Cdc20 KO	CycA	Some
35	1.0	CycD=0	Cdc20 KO	CycB	Some
36	1.0	CycD=0	Cdc20 KO	Rb	Some
37	1.0	CycD=0	Cdc20 KO	UbcH10	Some
38	1.0	CycD=1	CycE CA	Cdh1	Some
39	1.0	CycD=1	Rb KO	Cdc20	Some
40	1.0	CycD=1	Rb KO	CycB	Some
41	1.0	CycD=1	Rb KO	E2F	Some
42	1.0	CycD=1	p27 CA	UbcH10	OFF
43	1.0	CycD=1	UbcH10 KO	Cdc20	Some
44	1.0	CycD=1	UbcH10 KO	E2F	Some
45	1.0	CycD=1	Cdh1 CA	p27	OFF
46	1.0	CycD=0	CycE CA	Cdc20	OFF/Some
47	1.0	CycD=0	CycE CA	Rb	Some
48	1.0	CycD=0	CycE CA	p27	Some
49	1.0	CycD=1	E2F KO	CycB	OFF
50	1.0	CycD=1	E2F KO	CycE	OFF
51	1.0	CycD=1	E2F KO	UbcH10	OFF
52	1.0	CycD=1	E2F KO	p27	OFF
53	1.0	CycD=1	E2F CA	Cdh1	Some
54	1.0	CycD=1	E2F CA	CycA	Some
55	1.0	CycD=1	E2F CA	CycB	Some
56	1.0	CycD=1	E2F CA	UbcH10	Some
57	1.0	CycD=1	E2F CA	p27	OFF
58	1.0	CycD=0	CycA CA,Rb KO	Cdh1	Some
59	1.0	CycD=0	CycB CA	Cdc20	ON
60	1.0	CycD=0	CycB CA	Cdh1	ON
61	1.0	CycD=0	CycB CA	CycA	OFF
62	1.0	CycD=0	CycB CA	E2F	OFF
63	1.0	CycD=0	CycB CA	Rb	OFF
64	1.0	CycD=1	CycB CA	E2F	OFF
65	1.0	CycD=1	Cdc20 CA,CycA KO,CycB KO	CycE	ON
66	1.0	CycD=1	E2F CA,Rb KO,UbcH10 KO	CycB	Some
67	1.0	CycD=0	Cdh1 KO	CycE	Some
68	1.0	CycD=1	Rb CA	Cdh1	ON
69	1.0	CycD=1	Rb CA	CycB	OFF
70	1.0	CycD=1	Rb CA	UbcH10	OFF
71	1.0	CycD=0	CycA CA,E2F KO	p27	Some
72	1.0	CycD=0	Cdc20 CA	Cdh1	ON
73	1.0	CycD=0	Cdc20 CA	E2F	Some
74	1.0	CycD=0	Cdc20 CA	UbcH10	Some
75	1.0	CycD=0	p27 KO	Cdh1	ON
76	1.0	CycD=0	p27 KO	UbcH10	OFF
77	1.0	CycD=0	Cdc20 CA,CycA KO	UbcH10	Some
78	1.0	CycD=1	Cdh1 CA,Rb CA,UbcH10 CA	CycB	OFF
79	1.0	CycD=0	Rb KO	Cdc20	Some
80	1.0	CycD=0	Rb KO	CycA	Some
81	1.0	CycD=0	Rb KO	CycE	Some
82	1.0	CycD=0	Rb KO	E2F	Some
83	1.0	CycD=0	Rb KO	UbcH10	Some
84	1.0	CycD=1	CycB KO	CycA	ON
85	1.0	CycD=1	CycB KO	p27	OFF
86	1.0	CycD=1	Cdh1 KO,p27 KO	CycA	Some
87	1.0	CycD=0	UbcH10 CA	p27	Some
88	1.0	CycD=1	Cdh1 CA,UbcH10 CA	Rb	OFF
89	1.0	CycD=1	CycE KO	p27	OFF
90	1.0	CycD=0	CycA KO,UbcH10 KO	Cdc20	OFF
91	1.0	CycD=0	CycA KO,UbcH10 KO	E2F	Some
92	1.0	CycD=0	CycA KO,UbcH10 KO	p27	Some
93	1.0	CycD=1	Cdh1 CA,CycB CA	Rb	OFF
94	1.0	CycD=1	Cdh1 CA,CycB CA	UbcH10	Some
95	1.0	CycD=0	CycA CA	Cdc20	OFF/Some
96	1.0	CycD=0	CycA CA	CycE	OFF
97	1.0	CycD=0	CycA CA	p27	Some
98	1.0	CycD=1	Cdc20 KO,CycB KO,E2F CA	Rb	OFF
99	1.0	CycD=1	CycA KO,Rb CA,p27 CA	Cdc20	OFF
100	1.0	CycD=1	CycA KO,Rb CA,p27 CA	CycB	OFF
