ID	Score	Source	Perturbation	Observed node	Categorization
1	1.0			sFas	Some
2	1.0			MCL1	Some
3	1.0			GPCR	Some
4	1.0			IAP	Some
5	1.0			Caspase	OFF
6	1.0			TCR	Some
7	1.0			BID	OFF
8	1.0			SMAD	Some
9	1.0			Ceramide	OFF
10	1.0			IFNG	OFF
11	1.0			S1P	Some
12	1.0			P2	Some
13	1.0			CTLA4	Some
14	1.0			Apoptosis	Some
15	1.0			DISC	OFF
16	1.0			FLIP	Some
17	1.0			CREB	OFF
18	1.0			Fas	OFF
19	1.0		S1P CA,SMAD CA	CREB	OFF
20	1.0		Caspase KO	GPCR	Some
21	1.0		Caspase KO	CREB	OFF
22	1.0		Caspase KO	Fas	OFF/Some
23	1.0		BID KO,DISC KO	P2	Some
24	1.0		BID KO,DISC KO	CREB	OFF
25	1.0		Caspase CA,DISC CA	Apoptosis	ON
26	1.0		Caspase CA,DISC CA	IFNG	OFF
27	1.0		Caspase CA,DISC CA	CREB	OFF
28	1.0		Caspase CA,DISC CA	BID	OFF
29	1.0		DISC KO,FLIP KO	CREB	OFF
30	1.0		DISC CA	GPCR	OFF
31	1.0		DISC CA	CREB	OFF
32	1.0		DISC CA	BID	OFF
33	1.0		DISC CA	CTLA4	OFF
34	1.0		DISC CA	FLIP	OFF
35	1.0		DISC CA	IFNG	OFF
36	1.0		Ceramide CA	Apoptosis	ON
37	1.0		Ceramide CA	Fas	OFF
38	1.0		Ceramide CA	CREB	OFF
39	1.0		Ceramide CA	BID	OFF
40	1.0		Apoptosis CA,CTLA4 CA	IFNG	OFF
41	1.0		Apoptosis CA,CTLA4 CA	CREB	OFF
42	1.0		IAP CA	GPCR	Some
43	1.0		IAP CA	BID	OFF
44	1.0		IAP CA	S1P	Some
45	1.0		IAP CA	CTLA4	Some
46	1.0		IAP CA	CREB	OFF
47	1.0		S1P KO	IAP	OFF
48	1.0		S1P KO	CREB	OFF
49	1.0		S1P KO	SMAD	OFF
50	1.0		S1P KO	IFNG	OFF
51	1.0		S1P KO	Fas	OFF
52	1.0		IFNG KO	FLIP	Some
53	1.0		IFNG KO	CREB	OFF
54	1.0		BID CA	MCL1	OFF
55	1.0		BID CA	TCR	OFF
56	1.0		BID CA	SMAD	OFF
57	1.0		BID CA	IFNG	OFF
58	1.0		BID CA	Apoptosis	ON
59	1.0		BID CA	DISC	OFF
60	1.0		BID CA	CREB	OFF
61	1.0		Fas CA	Apoptosis	Some
62	1.0		Fas CA	IAP	Some
63	1.0		Fas CA	CREB	OFF
64	1.0		FLIP CA	sFas	Some
65	1.0		FLIP CA	CREB	OFF
66	1.0		CTLA4 KO	IAP	Some
67	1.0		CTLA4 KO	CREB	OFF
68	1.0		Apoptosis KO,Ceramide CA,P2 KO	CREB	ON
69	1.0		BID CA,Ceramide CA,GPCR CA	S1P	OFF
70	1.0		BID CA,Ceramide CA,GPCR CA	CREB	OFF
71	1.0		Apoptosis CA,TCR CA	CREB	OFF
72	1.0		TCR KO	CREB	OFF
73	1.0		Caspase CA,IFNG CA	Ceramide	OFF
74	1.0		Caspase CA,IFNG CA	CREB	OFF
75	1.0		S1P CA	CREB	OFF
76	1.0		FLIP KO,P2 KO,SMAD CA	IAP	Some
77	1.0		FLIP KO,P2 KO,SMAD CA	CREB	OFF
78	1.0		MCL1 CA	SMAD	Some
79	1.0		MCL1 CA	Ceramide	OFF
80	1.0		MCL1 CA	FLIP	Some
81	1.0		MCL1 CA	CREB	OFF
82	1.0		MCL1 CA	Fas	OFF
83	1.0		Apoptosis CA,FLIP CA,P2 KO	Caspase	OFF
84	1.0		Apoptosis CA,FLIP CA,P2 KO	CREB	OFF
85	1.0		Apoptosis CA,FLIP CA,P2 KO	BID	OFF
86	1.0		sFas KO	CTLA4	Some
87	1.0		sFas KO	CREB	OFF
88	1.0		Apoptosis KO,CTLA4 KO,SMAD KO	CREB	OFF
89	1.0		Fas KO	CREB	OFF
90	1.0		Fas KO	BID	OFF
91	1.0		Apoptosis CA,Ceramide CA,Fas CA	CREB	OFF
92	1.0		Fas CA,SMAD KO	GPCR	Some
93	1.0		Fas CA,SMAD KO	CREB	OFF
94	1.0		sFas CA	IAP	Some
95	1.0		sFas CA	CREB	OFF
96	1.0		Apoptosis KO	IAP	Some
97	1.0		Apoptosis KO	CREB	OFF
98	1.0		BID CA,TCR KO	CTLA4	OFF
99	1.0		BID CA,TCR KO	CREB	OFF
100	1.0		Apoptosis CA	CREB	OFF
101	1.0		Apoptosis CA	BID	OFF
102	1.0		SMAD CA	CREB	OFF
