ID	Score	Source	Perturbation	Observed node	Categorization
1	1.0	Bacteria=1,CASP3_Activator=0,CASP6_Activator=0,CASP7_Activator=1,CD40LG=0,FASLG=1,IFNA=0,IFNB1=1,IFNG=0,ILIB=0,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=1,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=1,Virus=1	CASP2 CA	APAF1gene	ON
2	1.0	Bacteria=1,CASP3_Activator=0,CASP6_Activator=0,CASP7_Activator=1,CD40LG=0,FASLG=1,IFNA=0,IFNB1=1,IFNG=0,ILIB=0,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=1,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=1,Virus=1	CASP2 CA	ATF2	ON
3	1.0	Bacteria=1,CASP3_Activator=0,CASP6_Activator=0,CASP7_Activator=1,CD40LG=0,FASLG=1,IFNA=0,IFNB1=1,IFNG=0,ILIB=0,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=1,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=1,Virus=1	CASP2 CA	Apoptosis	ON
4	1.0	Bacteria=1,CASP3_Activator=0,CASP6_Activator=0,CASP7_Activator=1,CD40LG=0,FASLG=1,IFNA=0,IFNB1=1,IFNG=0,ILIB=0,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=1,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=1,Virus=1	CASP2 CA	BAK1gene	ON
5	1.0	Bacteria=1,CASP3_Activator=0,CASP6_Activator=0,CASP7_Activator=1,CD40LG=0,FASLG=1,IFNA=0,IFNB1=1,IFNG=0,ILIB=0,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=1,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=1,Virus=1	CASP2 CA	BBC3gene	ON
6	1.0	Bacteria=1,CASP3_Activator=0,CASP6_Activator=0,CASP7_Activator=1,CD40LG=0,FASLG=1,IFNA=0,IFNB1=1,IFNG=0,ILIB=0,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=1,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=1,Virus=1	CASP2 CA	BCL2A1	OFF
7	1.0	Bacteria=1,CASP3_Activator=0,CASP6_Activator=0,CASP7_Activator=1,CD40LG=0,FASLG=1,IFNA=0,IFNB1=1,IFNG=0,ILIB=0,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=1,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=1,Virus=1	CASP2 CA	BCL2A1gene	OFF
8	1.0	Bacteria=1,CASP3_Activator=0,CASP6_Activator=0,CASP7_Activator=1,CD40LG=0,FASLG=1,IFNA=0,IFNB1=1,IFNG=0,ILIB=0,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=1,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=1,Virus=1	CASP2 CA	BCL2L1_BAD	ON
9	1.0	Bacteria=1,CASP3_Activator=0,CASP6_Activator=0,CASP7_Activator=1,CD40LG=0,FASLG=1,IFNA=0,IFNB1=1,IFNG=0,ILIB=0,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=1,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=1,Virus=1	CASP2 CA	BCL2L1gene	OFF
10	1.0	Bacteria=1,CASP3_Activator=0,CASP6_Activator=0,CASP7_Activator=1,CD40LG=0,FASLG=1,IFNA=0,IFNB1=1,IFNG=0,ILIB=0,IRF1_IRF1_Activator=1,IRF2_Activator=0,Mitochondrial_Activator=1,RELA_NFKB1_Activator=0,TNF=0,TNFSF10=0,TNFSF13B=1,Virus=1	CASP2 CA	BCL2_BAX	ON
