Regulator,Target,Sign,Model,Confidence Rank,Constraint,Direct
IRF1,IL12RB1_2,positive,N10,1,regulates,direct
IRF1,IL4,negative,"AJ, N10",1,regulates,direct
JAK1,STAT1,positive,"MSM, MX, P18",1,regulates,direct
JAK1,STAT1_2,positive,"MSM, MX, P18",1,regulates,direct
JAK3,STAT3,positive,MSM,1,regulates,direct
NFAT,FOXP3,positive,"AJ, N10",1,regulates,direct
NFAT,GATA3,positive,P18,1,regulates,direct
NFAT,IFNG,positive,"AJ, MX, N10, P18",1,regulates,direct
NFAT,IFNG_2,positive,"AJ, MX, N10, P18",1,regulates,direct
NFAT,IL10,positive,"AJ, N10",1,regulates,direct
NFAT,IL13,positive,AJ,1,regulates,direct
NFAT,IL17,positive,"AJ, N10",1,regulates,direct
NFAT,IL2,positive,"AJ, N10, P18",1,necessary,direct
NFAT,IL21,positive,"AJ, N10, P18",1,necessary,direct
NFAT,IL22,positive,AJ,1,regulates,direct
NFAT,IL2RA,positive,"AJ, N10",1,regulates,direct
NFAT,IL3,positive,AJ,1,regulates,direct
NFAT,IL31,positive,AJ,1,regulates,direct
NFAT,IL4,positive,"AJ, N10, P18",1,necessary,direct
NFAT,IL5,positive,AJ,1,regulates,direct
NFAT,IL9,positive,AJ,1,regulates,direct
NFAT,TGFB,positive,"AJ, N10",1,regulates,direct
NFKB,IFNG,positive,P18,1,regulates,direct
NFKB,IFNG_2,positive,P18,1,regulates,direct
NFKB,IL17,positive,"AJ, N10",1,regulates,direct
NFKB,IL2,positive,"AJ, N10, P18",1,regulates,direct
NFKB,IL2RA,positive,"AJ, N10",1,regulates,direct
NFKB,IL9,positive,AJ,1,regulates,direct
NOTCH1,CD4,positive,MSM,2,,indirect
NOTCH1,CD8,positive,MSM,2,,indirect
PU1,GATA3,negative,AJ,1,regulates,direct
PU1,IL9,positive,AJ,1,regulates,direct
RORGT,IL17,positive,"AJ, MSM, N10, P18",1,regulates,direct
RORGT,IL23R,positive,"AJ, N10",1,regulates,direct
RORGT,RORGT,positive,"MSM, N10",1,regulates,direct
RUNX3,CD4,negative,MSM,1,regulates,direct
RUNX3,CD8,positive,MSM,1,regulates,direct
RUNX3,EOMES,positive,MSM,1,regulates,direct
RUNX3,IFNG,positive,"AJ, N10",1,regulates,direct
RUNX3,IFNG_2,positive,"AJ, N10",1,regulates,direct
RUNX3,IL4,negative,"AJ, N10",1,regulates,direct
RUNX3,THPOK,negative,MSM,1,regulates,direct
SMAD2,FOXP3,positive,MSM,1,regulates,direct
SMAD2,RORGT,positive,MSM,1,regulates,direct
SMAD3,FOXP3,positive,"AJ, N10",1,regulates,direct
SMAD3,IL2RA,positive,"AJ, N10",1,regulates,direct
SMAD3,IL9,positive,AJ,1,regulates,direct
SOCS1,JAK1,negative,"MX, P18",1,regulates,direct
SOCS1,STAT5,negative,MSM,1,regulates,direct
SOCS1,STAT5_2,negative,MSM,1,regulates,direct
SOCS1,STAT6,negative,P18,1,regulates,direct
ST2,IL33R,positive,AJ,0,necessary,direct
STAT1,BCL6,positive,AJ,1,regulates,direct
STAT1,IRF1,positive,"AJ, N10",1,regulates,direct
STAT1,SOCS1,positive,"M06, MSM, MX, P18",1,regulates,direct
STAT1,STAT1,positive,M06,1,regulates,direct
STAT1,STAT1_2,positive,M06,0,necessary,
STAT1,TBET,positive,"AJ, M06, MSM, MX, N10, P18",1,regulates,direct
STAT1,TBET_2,positive,"AJ, M06, MSM, MX, N10, P18",1,regulates,direct
STAT1_2,BCL6,positive,AJ,1,regulates,direct
STAT1_2,IRF1,positive,"AJ, N10",1,regulates,direct
STAT1_2,SOCS1,positive,"MSM, MX, P18",1,regulates,direct
STAT1_2,TBET,positive,"AJ, MSM, MX, N10, P18",1,regulates,direct
STAT1_2,TBET_2,positive,"AJ, M06, MSM, MX, N10, P18",1,regulates,direct
STAT3,BCL6,positive,AJ,1,regulates,direct
STAT3,CMAF,positive,AJ,1,regulates,direct
STAT3,IL10,positive,"AJ, N10",1,regulates,direct
STAT3,IL17,positive,"AJ, N10, P18",1,regulates,direct
STAT3,IL1R1,positive,AJ,4,,assumption 
STAT3,IL21,positive,"AJ, N10, P18",1,regulates,direct
STAT3,IL22,positive,AJ,1,regulates,direct
STAT3,IL23,positive,N10,1,regulates,direct in the network sense
STAT3,IL23R,positive,"AJ, N10, P18",1,regulates,direct
STAT3,IL6,positive,AJ,1,regulates,direct
STAT3,RORGT,positive,"AJ, MSM, N10, P18",1,regulates,direct
STAT4,BCL6,positive,AJ,1,regulates,direct
STAT4,IFNG,positive,"AJ, M06, MSM, MX, N10, P18",1,regulates,direct
STAT4,IFNG_2,positive,"AJ, M06, MSM, MX, N10, P18",1,regulates,direct
STAT4,IL18R,positive,AJ,1,regulates,direct in the network sense
STAT4,IL21,positive,AJ,1,regulates,direct
STAT4,TBET,positive,P18,1,regulates,direct
STAT4,TBET_2,positive,P18,1,regulates,direct
STAT5,BCL6,negative,AJ,1,regulates,direct
STAT5,FOXP3,positive,"AJ, N10, P18",1,regulates,direct
STAT5,GATA3,positive,P18,1,regulates,direct
STAT5,IL17,negative,"AJ, N10, P18",1,regulates,direct
STAT5,IL2RA,positive,"AJ, N10",1,regulates,direct
STAT5,IL4,positive,AJ,1,regulates,direct
STAT5,IL4RA_2,positive,N10,2,,indirect
STAT5,RUNX3,positive,MSM,1,regulates,direct
STAT5,STAT5_2,positive,"AJ, N10",0,necessary,
STAT5,proliferation,positive,"AJ, N10",1,regulates,direct in the network sense
STAT5_2,FOXP3,positive,P18,1,regulates,direct
STAT5_2,GATA3,positive,P18,1,regulates,direct
STAT5_2,IL17,negative,P18,1,regulates,direct
STAT5_2,IL4RA_2,positive,N10,2,,indirect
STAT5_2,RUNX3,positive,MSM,1,regulates,direct
STAT5_2,proliferation,positive,"AJ, N10",1,regulates,direct in the network sense
STAT6,FOXP3,negative,AJ,1,regulates,direct
STAT6,GATA3,positive,"AJ, M06, MSM, MX, N10, P18",1,regulates,direct
STAT6,IL12RB2,negative,"AJ, N10",2,,indirect
STAT6,IL24,positive,AJ,1,regulates,direct
STAT6,IL31,positive,AJ,1,regulates,direct
STAT6,IL9,positive,AJ,1,regulates,direct
TBET,BCL6,negative,"AJ, MS15",1,regulates,direct
TBET,FOXP3,negative,MSM,1,regulates,direct
TBET,GATA3,negative,"AJ, M06, MS15, MSM, MX, N10, P18",1,regulates,direct
TBET,IFNG,positive,"AJ, M06, MS15, MSM, MX, N10, P18",1,regulates,direct
TBET,IFNG_2,positive,"AJ, M06, MS15, MSM, MX, N10, P18",1,regulates,direct
TBET,IL2,negative,"AJ, N10, P18",1,regulates,direct
TBET,IL23R,negative,P18,1,regulates,direct
TBET,IL4,negative,"AJ, MS15, N10",1,regulates,direct
TBET,RORGT,negative,"MS15, MSM, P18",1,regulates,direct in the network sense
TBET,TBET_2,positive,"AJ, M06, MS15, MSM, MX, N10, P18",0,necessary,
TBET_2,BCL6,negative,"AJ, MS15",1,regulates,direct
TBET_2,FOXP3,negative,MSM,1,regulates,direct
TBET_2,GATA3,negative,"AJ, MS15, MSM, MX, N10, P18",1,regulates,direct
TBET_2,IFNG,positive,"AJ, MS15, MSM, MX, N10, P18",1,regulates,direct
TBET_2,IFNG_2,positive,"AJ, M06, MS15, MSM, MX, N10, P18",1,regulates,direct
TBET_2,IL2,negative,"AJ, N10, P18",1,regulates,direct
TBET_2,IL23R,negative,P18,1,regulates,direct
TBET_2,IL4,negative,"AJ, MS15, N10",1,regulates,direct
TBET_2,RORGT,negative,"MS15, MSM, P18",1,regulates,direct in the network sense
TCR,IKB,negative,"AJ, N10",1,regulates,direct in the network sense
TCR,IL7R,negative,MSM,1,regulates,direct in the network sense
TCR,NFAT,positive,"AJ, MSM, MX, N10, P18",1,regulates,direct in the network sense
TGFB,BCL6,negative,MS15,1,regulates,direct in the network sense
TGFB,TGFBR,positive,"AJ, MSM, N10",1,regulates,direct
TGFBR,PU1,positive,AJ,2,,indirect
TGFBR,SMAD2,positive,MSM,1,regulates,direct
TGFBR,SMAD3,positive,"AJ, N10",1,regulates,direct
TGFB_e,TGFBR,positive,"AJ, N10, P18",1,regulates,direct
THPOK,CD4,positive,MSM,1,regulates,direct
THPOK,CD8,negative,MSM,1,regulates,direct
THPOK,RUNX3,negative,MSM,1,regulates,direct
THPOK,THPOK,positive,MSM,1,regulates,direct
proliferation,IFNG,positive,"AJ, N10",4,,assumption
proliferation,IFNG_2,positive,"AJ, N10",4,,assumption
proliferation,IL10,positive,"AJ, N10",4,,assumption
proliferation,IL13,positive,AJ,4,,assumption
proliferation,IL17,positive,"AJ, N10",4,,assumption
proliferation,IL21,positive,"AJ, N10",4,,assumption
proliferation,IL22,positive,AJ,4,,assumption
proliferation,IL23,positive,N10,4,,assumption
proliferation,IL24,positive,AJ,4,,assumption
proliferation,IL25,positive,AJ,4,,assumption
proliferation,IL3,positive,AJ,4,,assumption
proliferation,IL31,positive,AJ,4,,assumption
proliferation,IL35,positive,AJ,4,,assumption
proliferation,IL4,positive,"AJ, N10",4,,assumption
proliferation,IL5,positive,AJ,4,,assumption
proliferation,IL6,positive,AJ,4,,assumption
proliferation,IL9,positive,AJ,4,,assumption
proliferation,TGFB,positive,"AJ, N10",4,,assumption
proliferation,proliferation,positive,"AJ, N10",4,,assumption
CD8,CD8,unknown,Fake,4,,
CD8,CD4,unknown,Fake,4,,
CD8,STAT4,unknown,Fake,4,,
CD8,IL17,unknown,Fake,4,,
CD8,proliferation,unknown,Fake,4,,
CD8,IL3,unknown,Fake,4,,
CD8,IL25R,unknown,Fake,4,,
CD8,STAT5_2,unknown,Fake,4,,
CD8,JAK1,unknown,Fake,4,,
CD8,IL21R,unknown,Fake,4,,
CD8,IL4R_2,unknown,Fake,4,,
CD8,IL1R1,unknown,Fake,4,,
CD8,THPOK,unknown,Fake,4,,
CD8,TGFBR,unknown,Fake,4,,
CD8,IL24,unknown,Fake,4,,
CD8,STAT6,unknown,Fake,4,,
CD8,ST2,unknown,Fake,4,,
CD8,STAT1_2,unknown,Fake,4,,
CD8,CMAF,unknown,Fake,4,,
CD8,IL13,unknown,Fake,4,,
CD8,IL25,unknown,Fake,4,,
CD8,STAT3,unknown,Fake,4,,
CD8,IL2R,unknown,Fake,4,,
CD8,IL10,unknown,Fake,4,,
CD8,IL33R,unknown,Fake,4,,
CD8,IL22,unknown,Fake,4,,
CD8,TBET,unknown,Fake,4,,
CD8,IL2,unknown,Fake,4,,
CD8,IFNGR_2,unknown,Fake,4,,
CD8,IFNG_2,unknown,Fake,4,,
CD8,GATA3,unknown,Fake,4,,
CD8,GZMB,unknown,Fake,4,,
CD8,IL23R,unknown,Fake,4,,
CD8,IL23,unknown,Fake,4,,
CD8,IL35,unknown,Fake,4,,
CD8,FOXP3,unknown,Fake,4,,
CD8,IL6R,unknown,Fake,4,,
CD8,NFAT,unknown,Fake,4,,
CD8,IRF1,unknown,Fake,4,,
CD8,PU1,unknown,Fake,4,,
CD8,EOMES,unknown,Fake,4,,
CD8,IL12RB2,unknown,Fake,4,,
CD8,IL12RB1_2,unknown,Fake,4,,
CD8,IL21,unknown,Fake,4,,
CD8,STAT1,unknown,Fake,4,,
CD8,IL2RA,unknown,Fake,4,,
CD8,IL12R,unknown,Fake,4,,
CD8,IL31,unknown,Fake,4,,
CD8,IL4RA_2,unknown,Fake,4,,
CD8,IL10R,unknown,Fake,4,,
CD8,SOCS1,unknown,Fake,4,,
CD8,IL1R,unknown,Fake,4,,
CD8,TGFB,unknown,Fake,4,,
CD8,IFNGR,unknown,Fake,4,,
CD8,IL9,unknown,Fake,4,,
CD8,IFNG,unknown,Fake,4,,
CD8,IL5,unknown,Fake,4,,
CD8,IL4R,unknown,Fake,4,,
CD8,SMAD2,unknown,Fake,4,,
CD8,BCL6,unknown,Fake,4,,
CD8,IL4,unknown,Fake,4,,
CD8,NFKB,unknown,Fake,4,,
CD8,TBET_2,unknown,Fake,4,,
CD8,PRF1,unknown,Fake,4,,
CD8,RORGT,unknown,Fake,4,,
CD8,STAT5,unknown,Fake,4,,
CD8,IL18R,unknown,Fake,4,,
CD8,SMAD3,unknown,Fake,4,,
CD8,IL6,unknown,Fake,4,,
CD8,IL2R_2,unknown,Fake,4,,
CD8,IRAK,unknown,Fake,4,,
STAT4,CD8,unknown,Fake,4,,
STAT4,CD4,unknown,Fake,4,,
STAT4,STAT4,unknown,Fake,4,,
STAT4,IL17,unknown,Fake,4,,
STAT4,proliferation,unknown,Fake,4,,
STAT4,IL3,unknown,Fake,4,,
STAT4,IL25R,unknown,Fake,4,,
STAT4,RUNX3,unknown,Fake,4,,
STAT4,STAT5_2,unknown,Fake,4,,
STAT4,JAK1,unknown,Fake,4,,
STAT4,IL21R,unknown,Fake,4,,
STAT4,IL4R_2,unknown,Fake,4,,
STAT4,IL1R1,unknown,Fake,4,,
STAT4,THPOK,unknown,Fake,4,,
STAT4,TGFBR,unknown,Fake,4,,
STAT4,IL24,unknown,Fake,4,,
STAT4,STAT6,unknown,Fake,4,,
STAT4,ST2,unknown,Fake,4,,
STAT4,STAT1_2,unknown,Fake,4,,
STAT4,CMAF,unknown,Fake,4,,
STAT4,IL13,unknown,Fake,4,,
STAT4,IL25,unknown,Fake,4,,
STAT4,STAT3,unknown,Fake,4,,
STAT4,IL2R,unknown,Fake,4,,
STAT4,IL10,unknown,Fake,4,,
STAT4,IL33R,unknown,Fake,4,,
STAT4,IL22,unknown,Fake,4,,
STAT4,IL2,unknown,Fake,4,,
STAT4,IFNGR_2,unknown,Fake,4,,
STAT4,GATA3,unknown,Fake,4,,
STAT4,GZMB,unknown,Fake,4,,
STAT4,IL23R,unknown,Fake,4,,
STAT4,IL23,unknown,Fake,4,,
STAT4,IL35,unknown,Fake,4,,
STAT4,FOXP3,unknown,Fake,4,,
STAT4,IL6R,unknown,Fake,4,,
STAT4,NFAT,unknown,Fake,4,,
STAT4,IRF1,unknown,Fake,4,,
STAT4,PU1,unknown,Fake,4,,
STAT4,EOMES,unknown,Fake,4,,
STAT4,IL12RB2,unknown,Fake,4,,
STAT4,IL12RB1_2,unknown,Fake,4,,
STAT4,STAT1,unknown,Fake,4,,
STAT4,IL2RA,unknown,Fake,4,,
STAT4,IL12R,unknown,Fake,4,,
STAT4,IL31,unknown,Fake,4,,
STAT4,IL4RA_2,unknown,Fake,4,,
STAT4,IL10R,unknown,Fake,4,,
STAT4,SOCS1,unknown,Fake,4,,
STAT4,IL1R,unknown,Fake,4,,
STAT4,TGFB,unknown,Fake,4,,
STAT4,IFNGR,unknown,Fake,4,,
STAT4,IL9,unknown,Fake,4,,
STAT4,IL5,unknown,Fake,4,,
STAT4,IL4R,unknown,Fake,4,,
STAT4,SMAD2,unknown,Fake,4,,
STAT4,IL4,unknown,Fake,4,,
STAT4,NFKB,unknown,Fake,4,,
STAT4,PRF1,unknown,Fake,4,,
STAT4,RORGT,unknown,Fake,4,,
STAT4,STAT5,unknown,Fake,4,,
STAT4,SMAD3,unknown,Fake,4,,
STAT4,IL6,unknown,Fake,4,,
STAT4,IL2R_2,unknown,Fake,4,,
STAT4,IRAK,unknown,Fake,4,,
proliferation,CD8,unknown,Fake,4,,
proliferation,CD4,unknown,Fake,4,,
proliferation,STAT4,unknown,Fake,4,,
proliferation,IL25R,unknown,Fake,4,,
proliferation,RUNX3,unknown,Fake,4,,
proliferation,STAT5_2,unknown,Fake,4,,
proliferation,JAK1,unknown,Fake,4,,
proliferation,IL21R,unknown,Fake,4,,
proliferation,IL4R_2,unknown,Fake,4,,
proliferation,IL1R1,unknown,Fake,4,,
proliferation,THPOK,unknown,Fake,4,,
proliferation,TGFBR,unknown,Fake,4,,
proliferation,STAT6,unknown,Fake,4,,
proliferation,ST2,unknown,Fake,4,,
proliferation,STAT1_2,unknown,Fake,4,,
proliferation,CMAF,unknown,Fake,4,,
proliferation,STAT3,unknown,Fake,4,,
proliferation,IL2R,unknown,Fake,4,,
proliferation,IL33R,unknown,Fake,4,,
proliferation,TBET,unknown,Fake,4,,
proliferation,IL2,unknown,Fake,4,,
proliferation,IFNGR_2,unknown,Fake,4,,
proliferation,GATA3,unknown,Fake,4,,
proliferation,GZMB,unknown,Fake,4,,
proliferation,IL23R,unknown,Fake,4,,
proliferation,FOXP3,unknown,Fake,4,,
proliferation,IL6R,unknown,Fake,4,,
proliferation,NFAT,unknown,Fake,4,,
proliferation,IRF1,unknown,Fake,4,,
proliferation,PU1,unknown,Fake,4,,
proliferation,EOMES,unknown,Fake,4,,
proliferation,IL12RB2,unknown,Fake,4,,
proliferation,IL12RB1_2,unknown,Fake,4,,
proliferation,STAT1,unknown,Fake,4,,
proliferation,IL2RA,unknown,Fake,4,,
proliferation,IL12R,unknown,Fake,4,,
proliferation,IL4RA_2,unknown,Fake,4,,
proliferation,IL10R,unknown,Fake,4,,
proliferation,SOCS1,unknown,Fake,4,,
proliferation,IL1R,unknown,Fake,4,,
proliferation,IFNGR,unknown,Fake,4,,
proliferation,IL4R,unknown,Fake,4,,
proliferation,SMAD2,unknown,Fake,4,,
proliferation,BCL6,unknown,Fake,4,,
proliferation,NFKB,unknown,Fake,4,,
proliferation,TBET_2,unknown,Fake,4,,
proliferation,PRF1,unknown,Fake,4,,
proliferation,RORGT,unknown,Fake,4,,
proliferation,STAT5,unknown,Fake,4,,
proliferation,IL18R,unknown,Fake,4,,
proliferation,SMAD3,unknown,Fake,4,,
proliferation,IL2R_2,unknown,Fake,4,,
proliferation,IRAK,unknown,Fake,4,,
IL3,CD8,unknown,Fake,4,,
IL3,CD4,unknown,Fake,4,,
IL3,STAT4,unknown,Fake,4,,
IL3,IL17,unknown,Fake,4,,
IL3,proliferation,unknown,Fake,4,,
IL3,IL3,unknown,Fake,4,,
IL3,IL25R,unknown,Fake,4,,
IL3,RUNX3,unknown,Fake,4,,
IL3,STAT5_2,unknown,Fake,4,,
IL3,JAK1,unknown,Fake,4,,
IL3,IL21R,unknown,Fake,4,,
IL3,IL4R_2,unknown,Fake,4,,
IL3,IL1R1,unknown,Fake,4,,
IL3,THPOK,unknown,Fake,4,,
IL3,TGFBR,unknown,Fake,4,,
IL3,IL24,unknown,Fake,4,,
IL3,STAT6,unknown,Fake,4,,
IL3,ST2,unknown,Fake,4,,
IL3,STAT1_2,unknown,Fake,4,,
IL3,CMAF,unknown,Fake,4,,
IL3,IL13,unknown,Fake,4,,
IL3,IL25,unknown,Fake,4,,
IL3,STAT3,unknown,Fake,4,,
IL3,IL2R,unknown,Fake,4,,
IL3,IL10,unknown,Fake,4,,
IL3,IL33R,unknown,Fake,4,,
IL3,IL22,unknown,Fake,4,,
IL3,TBET,unknown,Fake,4,,
IL3,IL2,unknown,Fake,4,,
IL3,IFNGR_2,unknown,Fake,4,,
IL3,IFNG_2,unknown,Fake,4,,
IL3,GATA3,unknown,Fake,4,,
IL3,GZMB,unknown,Fake,4,,
IL3,IL23R,unknown,Fake,4,,
IL3,IL23,unknown,Fake,4,,
IL3,IL35,unknown,Fake,4,,
IL3,FOXP3,unknown,Fake,4,,
IL3,IL6R,unknown,Fake,4,,
IL3,NFAT,unknown,Fake,4,,
IL3,IRF1,unknown,Fake,4,,
