Regulator,Target,Sign,Model,Confidence Rank,Constraint,Direct
IRF1,IL12RB1_2,positive,N10,1,regulates,direct
IRF1,IL4,negative,"AJ, N10",1,regulates,direct
JAK1,STAT1,positive,"MSM, MX, P18",1,regulates,direct
JAK1,STAT1_2,positive,"MSM, MX, P18",1,regulates,direct
JAK3,STAT3,positive,MSM,1,regulates,direct
NFAT,FOXP3,positive,"AJ, N10",1,regulates,direct
NFAT,GATA3,positive,P18,1,regulates,direct
NFAT,IFNG,positive,"AJ, MX, N10, P18",1,regulates,direct
NFAT,IFNG_2,positive,"AJ, MX, N10, P18",1,regulates,direct
NFAT,IL10,positive,"AJ, N10",1,regulates,direct
NFAT,IL13,positive,AJ,1,regulates,direct
NFAT,IL17,positive,"AJ, N10",1,regulates,direct
NFAT,IL2,positive,"AJ, N10, P18",1,necessary,direct
NFAT,IL21,positive,"AJ, N10, P18",1,necessary,direct
NFAT,IL22,positive,AJ,1,regulates,direct
NFAT,IL2RA,positive,"AJ, N10",1,regulates,direct
NFAT,IL3,positive,AJ,1,regulates,direct
NFAT,IL31,positive,AJ,1,regulates,direct
NFAT,IL4,positive,"AJ, N10, P18",1,necessary,direct
NFAT,IL5,positive,AJ,1,regulates,direct
NFAT,IL9,positive,AJ,1,regulates,direct
NFAT,TGFB,positive,"AJ, N10",1,regulates,direct
NFKB,IFNG,positive,P18,1,regulates,direct
NFKB,IFNG_2,positive,P18,1,regulates,direct
NFKB,IL17,positive,"AJ, N10",1,regulates,direct
NFKB,IL2,positive,"AJ, N10, P18",1,regulates,direct
NFKB,IL2RA,positive,"AJ, N10",1,regulates,direct
NFKB,IL9,positive,AJ,1,regulates,direct
NOTCH1,CD4,positive,MSM,2,,indirect
NOTCH1,CD8,positive,MSM,2,,indirect
PU1,GATA3,negative,AJ,1,regulates,direct
PU1,IL9,positive,AJ,1,regulates,direct
RORGT,IL17,positive,"AJ, MSM, N10, P18",1,regulates,direct
RORGT,IL23R,positive,"AJ, N10",1,regulates,direct
RORGT,RORGT,positive,"MSM, N10",1,regulates,direct
RUNX3,CD4,negative,MSM,1,regulates,direct
RUNX3,CD8,positive,MSM,1,regulates,direct
RUNX3,EOMES,positive,MSM,1,regulates,direct
RUNX3,IFNG,positive,"AJ, N10",1,regulates,direct
RUNX3,IFNG_2,positive,"AJ, N10",1,regulates,direct
RUNX3,IL4,negative,"AJ, N10",1,regulates,direct
RUNX3,THPOK,negative,MSM,1,regulates,direct
SMAD2,FOXP3,positive,MSM,1,regulates,direct
SMAD2,RORGT,positive,MSM,1,regulates,direct
SMAD3,FOXP3,positive,"AJ, N10",1,regulates,direct
SMAD3,IL2RA,positive,"AJ, N10",1,regulates,direct
SMAD3,IL9,positive,AJ,1,regulates,direct
SOCS1,JAK1,negative,"MX, P18",1,regulates,direct
SOCS1,STAT5,negative,MSM,1,regulates,direct
SOCS1,STAT5_2,negative,MSM,1,regulates,direct
SOCS1,STAT6,negative,P18,1,regulates,direct
ST2,IL33R,positive,AJ,0,necessary,direct
STAT1,BCL6,positive,AJ,1,regulates,direct
STAT1,IRF1,positive,"AJ, N10",1,regulates,direct
STAT1,SOCS1,positive,"M06, MSM, MX, P18",1,regulates,direct
STAT1,STAT1,positive,M06,1,regulates,direct
STAT1,STAT1_2,positive,M06,0,necessary,
STAT1,TBET,positive,"AJ, M06, MSM, MX, N10, P18",1,regulates,direct
STAT1,TBET_2,positive,"AJ, M06, MSM, MX, N10, P18",1,regulates,direct
STAT1_2,BCL6,positive,AJ,1,regulates,direct
STAT1_2,IRF1,positive,"AJ, N10",1,regulates,direct
STAT1_2,SOCS1,positive,"MSM, MX, P18",1,regulates,direct
STAT1_2,TBET,positive,"AJ, MSM, MX, N10, P18",1,regulates,direct
STAT1_2,TBET_2,positive,"AJ, M06, MSM, MX, N10, P18",1,regulates,direct
STAT3,BCL6,positive,AJ,1,regulates,direct
STAT3,CMAF,positive,AJ,1,regulates,direct
STAT3,IL10,positive,"AJ, N10",1,regulates,direct
STAT3,IL17,positive,"AJ, N10, P18",1,regulates,direct
STAT3,IL1R1,positive,AJ,4,,assumption 
STAT3,IL21,positive,"AJ, N10, P18",1,regulates,direct
STAT3,IL22,positive,AJ,1,regulates,direct
STAT3,IL23,positive,N10,1,regulates,direct in the network sense
STAT3,IL23R,positive,"AJ, N10, P18",1,regulates,direct
STAT3,IL6,positive,AJ,1,regulates,direct
STAT3,RORGT,positive,"AJ, MSM, N10, P18",1,regulates,direct
STAT4,BCL6,positive,AJ,1,regulates,direct
STAT4,IFNG,positive,"AJ, M06, MSM, MX, N10, P18",1,regulates,direct
STAT4,IFNG_2,positive,"AJ, M06, MSM, MX, N10, P18",1,regulates,direct
STAT4,IL18R,positive,AJ,1,regulates,direct in the network sense
STAT4,IL21,positive,AJ,1,regulates,direct
STAT4,TBET,positive,P18,1,regulates,direct
STAT4,TBET_2,positive,P18,1,regulates,direct
STAT5,BCL6,negative,AJ,1,regulates,direct
STAT5,FOXP3,positive,"AJ, N10, P18",1,regulates,direct
STAT5,GATA3,positive,P18,1,regulates,direct
STAT5,IL17,negative,"AJ, N10, P18",1,regulates,direct
STAT5,IL2RA,positive,"AJ, N10",1,regulates,direct
STAT5,IL4,positive,AJ,1,regulates,direct
STAT5,IL4RA_2,positive,N10,2,,indirect
STAT5,RUNX3,positive,MSM,1,regulates,direct
STAT5,STAT5_2,positive,"AJ, N10",0,necessary,
STAT5,proliferation,positive,"AJ, N10",1,regulates,direct in the network sense
STAT5_2,FOXP3,positive,P18,1,regulates,direct
STAT5_2,GATA3,positive,P18,1,regulates,direct
STAT5_2,IL17,negative,P18,1,regulates,direct
STAT5_2,IL4RA_2,positive,N10,2,,indirect
STAT5_2,RUNX3,positive,MSM,1,regulates,direct
STAT5_2,proliferation,positive,"AJ, N10",1,regulates,direct in the network sense
STAT6,FOXP3,negative,AJ,1,regulates,direct
STAT6,GATA3,positive,"AJ, M06, MSM, MX, N10, P18",1,regulates,direct
STAT6,IL12RB2,negative,"AJ, N10",2,,indirect
STAT6,IL24,positive,AJ,1,regulates,direct
STAT6,IL31,positive,AJ,1,regulates,direct
STAT6,IL9,positive,AJ,1,regulates,direct
TBET,BCL6,negative,"AJ, MS15",1,regulates,direct
TBET,FOXP3,negative,MSM,1,regulates,direct
TBET,GATA3,negative,"AJ, M06, MS15, MSM, MX, N10, P18",1,regulates,direct
TBET,IFNG,positive,"AJ, M06, MS15, MSM, MX, N10, P18",1,regulates,direct
TBET,IFNG_2,positive,"AJ, M06, MS15, MSM, MX, N10, P18",1,regulates,direct
TBET,IL2,negative,"AJ, N10, P18",1,regulates,direct
TBET,IL23R,negative,P18,1,regulates,direct
TBET,IL4,negative,"AJ, MS15, N10",1,regulates,direct
TBET,RORGT,negative,"MS15, MSM, P18",1,regulates,direct in the network sense
TBET,TBET_2,positive,"AJ, M06, MS15, MSM, MX, N10, P18",0,necessary,
TBET_2,BCL6,negative,"AJ, MS15",1,regulates,direct
TBET_2,FOXP3,negative,MSM,1,regulates,direct
TBET_2,GATA3,negative,"AJ, MS15, MSM, MX, N10, P18",1,regulates,direct
TBET_2,IFNG,positive,"AJ, MS15, MSM, MX, N10, P18",1,regulates,direct
TBET_2,IFNG_2,positive,"AJ, M06, MS15, MSM, MX, N10, P18",1,regulates,direct
TBET_2,IL2,negative,"AJ, N10, P18",1,regulates,direct
TBET_2,IL23R,negative,P18,1,regulates,direct
TBET_2,IL4,negative,"AJ, MS15, N10",1,regulates,direct
TBET_2,RORGT,negative,"MS15, MSM, P18",1,regulates,direct in the network sense
TCR,IKB,negative,"AJ, N10",1,regulates,direct in the network sense
TCR,IL7R,negative,MSM,1,regulates,direct in the network sense
TCR,NFAT,positive,"AJ, MSM, MX, N10, P18",1,regulates,direct in the network sense
TGFB,BCL6,negative,MS15,1,regulates,direct in the network sense
TGFB,TGFBR,positive,"AJ, MSM, N10",1,regulates,direct
TGFBR,PU1,positive,AJ,2,,indirect
TGFBR,SMAD2,positive,MSM,1,regulates,direct
TGFBR,SMAD3,positive,"AJ, N10",1,regulates,direct
TGFB_e,TGFBR,positive,"AJ, N10, P18",1,regulates,direct
THPOK,CD4,positive,MSM,1,regulates,direct
THPOK,CD8,negative,MSM,1,regulates,direct
THPOK,RUNX3,negative,MSM,1,regulates,direct
THPOK,THPOK,positive,MSM,1,regulates,direct
proliferation,IFNG,positive,"AJ, N10",4,,assumption
proliferation,IFNG_2,positive,"AJ, N10",4,,assumption
proliferation,IL10,positive,"AJ, N10",4,,assumption
proliferation,IL13,positive,AJ,4,,assumption
proliferation,IL17,positive,"AJ, N10",4,,assumption
proliferation,IL21,positive,"AJ, N10",4,,assumption
proliferation,IL22,positive,AJ,4,,assumption
proliferation,IL23,positive,N10,4,,assumption
proliferation,IL24,positive,AJ,4,,assumption
proliferation,IL25,positive,AJ,4,,assumption
proliferation,IL3,positive,AJ,4,,assumption
proliferation,IL31,positive,AJ,4,,assumption
proliferation,IL35,positive,AJ,4,,assumption
proliferation,IL4,positive,"AJ, N10",4,,assumption
proliferation,IL5,positive,AJ,4,,assumption
proliferation,IL6,positive,AJ,4,,assumption
proliferation,IL9,positive,AJ,4,,assumption
proliferation,TGFB,positive,"AJ, N10",4,,assumption
proliferation,proliferation,positive,"AJ, N10",4,,assumption
IL5,IL21R,unknown,Fake,6,,
IL5,IL12R,unknown,Fake,6,,
IL5,IL18R,unknown,Fake,6,,
IL5,IL12RB2,unknown,Fake,6,,
IL5,JAK1,unknown,Fake,6,,
IL5,IL21,unknown,Fake,6,,
IL5,IL23,unknown,Fake,6,,
IL5,TBET,unknown,Fake,6,,
IL5,THPOK,unknown,Fake,6,,
IL5,IL4RA_2,unknown,Fake,6,,
IL5,STAT1,unknown,Fake,6,,
IL5,IL33R,unknown,Fake,6,,
IL5,IL22,unknown,Fake,6,,
IL5,IFNGR_2,unknown,Fake,6,,
IL5,IRF1,unknown,Fake,6,,
IL5,STAT4,unknown,Fake,6,,
IL5,IFNGR,unknown,Fake,6,,
IL5,PU1,unknown,Fake,6,,
IL5,EOMES,unknown,Fake,6,,
IL5,CD8,unknown,Fake,6,,
IL5,TBET_2,unknown,Fake,6,,
IL5,NFKB,unknown,Fake,6,,
IL5,STAT6,unknown,Fake,6,,
IL5,SMAD3,unknown,Fake,6,,
IL5,STAT1_2,unknown,Fake,6,,
IL5,IL4,unknown,Fake,6,,
IL5,STAT3,unknown,Fake,6,,
IL5,IL25,unknown,Fake,6,,
IL5,IL9,unknown,Fake,6,,
IL5,TGFBR,unknown,Fake,6,,
IL5,IL5,unknown,Fake,6,,
IL5,IL1R,unknown,Fake,6,,
IL5,IL6,unknown,Fake,6,,
IL5,IL12RB1_2,unknown,Fake,6,,
IL5,RUNX3,unknown,Fake,6,,
IL5,IL17,unknown,Fake,6,,
IL5,IL4R,unknown,Fake,6,,
IL5,CD4,unknown,Fake,6,,
IL5,SMAD2,unknown,Fake,6,,
IL5,proliferation,unknown,Fake,6,,
IL5,NFAT,unknown,Fake,6,,
IL5,STAT5_2,unknown,Fake,6,,
IL5,IRAK,unknown,Fake,6,,
IL5,IL2,unknown,Fake,6,,
IL5,IL2RA,unknown,Fake,6,,
IL5,IL13,unknown,Fake,6,,
IL5,FOXP3,unknown,Fake,6,,
IL5,IL31,unknown,Fake,6,,
IL5,PRF1,unknown,Fake,6,,
IL5,ST2,unknown,Fake,6,,
IL5,GZMB,unknown,Fake,6,,
IL5,SOCS1,unknown,Fake,6,,
IL5,STAT5,unknown,Fake,6,,
IL5,TGFB,unknown,Fake,6,,
IL5,IL4R_2,unknown,Fake,6,,
IL5,IL2R_2,unknown,Fake,6,,
IL5,IL3,unknown,Fake,6,,
IL5,IL24,unknown,Fake,6,,
IL5,IFNG_2,unknown,Fake,6,,
IL5,GATA3,unknown,Fake,6,,
IL5,RORGT,unknown,Fake,6,,
IL5,IL10,unknown,Fake,6,,
IL5,IL23R,unknown,Fake,6,,
IL5,BCL6,unknown,Fake,6,,
IL5,IL6R,unknown,Fake,6,,
IL5,IL35,unknown,Fake,6,,
IL5,IL25R,unknown,Fake,6,,
IL5,IL2R,unknown,Fake,6,,
IL5,CMAF,unknown,Fake,6,,
IL5,IFNG,unknown,Fake,6,,
IL5,IL1R1,unknown,Fake,6,,
IL5,IL10R,unknown,Fake,6,,
IL31,IL21R,unknown,Fake,6,,
IL31,IL12R,unknown,Fake,6,,
IL31,IL18R,unknown,Fake,6,,
IL31,IL12RB2,unknown,Fake,6,,
IL31,JAK1,unknown,Fake,6,,
IL31,IL21,unknown,Fake,6,,
IL31,IL23,unknown,Fake,6,,
IL31,TBET,unknown,Fake,6,,
IL31,THPOK,unknown,Fake,6,,
IL31,IL4RA_2,unknown,Fake,6,,
IL31,STAT1,unknown,Fake,6,,
IL31,IL33R,unknown,Fake,6,,
IL31,IL22,unknown,Fake,6,,
IL31,IFNGR_2,unknown,Fake,6,,
IL31,IRF1,unknown,Fake,6,,
IL31,STAT4,unknown,Fake,6,,
IL31,IFNGR,unknown,Fake,6,,
IL31,PU1,unknown,Fake,6,,
IL31,EOMES,unknown,Fake,6,,
IL31,CD8,unknown,Fake,6,,
IL31,TBET_2,unknown,Fake,6,,
IL31,NFKB,unknown,Fake,6,,
IL31,STAT6,unknown,Fake,6,,
IL31,SMAD3,unknown,Fake,6,,
IL31,STAT1_2,unknown,Fake,6,,
IL31,IL4,unknown,Fake,6,,
IL31,STAT3,unknown,Fake,6,,
IL31,IL25,unknown,Fake,6,,
IL31,IL9,unknown,Fake,6,,
IL31,TGFBR,unknown,Fake,6,,
IL31,IL5,unknown,Fake,6,,
IL31,IL1R,unknown,Fake,6,,
IL31,IL6,unknown,Fake,6,,
IL31,IL12RB1_2,unknown,Fake,6,,
IL31,RUNX3,unknown,Fake,6,,
IL31,IL17,unknown,Fake,6,,
IL31,IL4R,unknown,Fake,6,,
IL31,CD4,unknown,Fake,6,,
IL31,SMAD2,unknown,Fake,6,,
IL31,proliferation,unknown,Fake,6,,
IL31,NFAT,unknown,Fake,6,,
IL31,STAT5_2,unknown,Fake,6,,
IL31,IRAK,unknown,Fake,6,,
IL31,IL2,unknown,Fake,6,,
IL31,IL2RA,unknown,Fake,6,,
IL31,IL13,unknown,Fake,6,,
IL31,FOXP3,unknown,Fake,6,,
IL31,IL31,unknown,Fake,6,,
IL31,PRF1,unknown,Fake,6,,
IL31,ST2,unknown,Fake,6,,
IL31,GZMB,unknown,Fake,6,,
IL31,SOCS1,unknown,Fake,6,,
IL31,STAT5,unknown,Fake,6,,
IL31,TGFB,unknown,Fake,6,,
IL31,IL4R_2,unknown,Fake,6,,
IL31,IL2R_2,unknown,Fake,6,,
IL31,IL3,unknown,Fake,6,,
IL31,IL24,unknown,Fake,6,,
IL31,IFNG_2,unknown,Fake,6,,
IL31,GATA3,unknown,Fake,6,,
IL31,RORGT,unknown,Fake,6,,
IL31,IL10,unknown,Fake,6,,
IL31,IL23R,unknown,Fake,6,,
IL31,BCL6,unknown,Fake,6,,
IL31,IL6R,unknown,Fake,6,,
IL31,IL35,unknown,Fake,6,,
IL31,IL25R,unknown,Fake,6,,
IL31,IL2R,unknown,Fake,6,,
IL31,CMAF,unknown,Fake,6,,
IL31,IFNG,unknown,Fake,6,,
IL31,IL1R1,unknown,Fake,6,,
IL31,IL10R,unknown,Fake,6,,
IL24,IL21R,unknown,Fake,6,,
IL24,IL12R,unknown,Fake,6,,
IL24,IL18R,unknown,Fake,6,,
IL24,IL12RB2,unknown,Fake,6,,
IL24,JAK1,unknown,Fake,6,,
IL24,IL21,unknown,Fake,6,,
IL24,IL23,unknown,Fake,6,,
IL24,TBET,unknown,Fake,6,,
IL24,THPOK,unknown,Fake,6,,
IL24,IL4RA_2,unknown,Fake,6,,
IL24,STAT1,unknown,Fake,6,,
IL24,IL33R,unknown,Fake,6,,
IL24,IL22,unknown,Fake,6,,
IL24,IFNGR_2,unknown,Fake,6,,
IL24,IRF1,unknown,Fake,6,,
IL24,STAT4,unknown,Fake,6,,
IL24,IFNGR,unknown,Fake,6,,
IL24,PU1,unknown,Fake,6,,
IL24,EOMES,unknown,Fake,6,,
IL24,CD8,unknown,Fake,6,,
IL24,TBET_2,unknown,Fake,6,,
IL24,NFKB,unknown,Fake,6,,
IL24,STAT6,unknown,Fake,6,,
IL24,SMAD3,unknown,Fake,6,,
IL24,STAT1_2,unknown,Fake,6,,
IL24,IL4,unknown,Fake,6,,
IL24,STAT3,unknown,Fake,6,,
IL24,IL25,unknown,Fake,6,,
IL24,IL9,unknown,Fake,6,,
IL24,TGFBR,unknown,Fake,6,,
IL24,IL5,unknown,Fake,6,,
IL24,IL1R,unknown,Fake,6,,
IL24,IL6,unknown,Fake,6,,
IL24,IL12RB1_2,unknown,Fake,6,,
IL24,RUNX3,unknown,Fake,6,,
IL24,IL17,unknown,Fake,6,,
IL24,IL4R,unknown,Fake,6,,
IL24,CD4,unknown,Fake,6,,
IL24,SMAD2,unknown,Fake,6,,
IL24,proliferation,unknown,Fake,6,,
IL24,NFAT,unknown,Fake,6,,
IL24,STAT5_2,unknown,Fake,6,,
IL24,IRAK,unknown,Fake,6,,
IL24,IL2,unknown,Fake,6,,
IL24,IL2RA,unknown,Fake,6,,
IL24,IL13,unknown,Fake,6,,
IL24,FOXP3,unknown,Fake,6,,
IL24,IL31,unknown,Fake,6,,
IL24,PRF1,unknown,Fake,6,,
IL24,ST2,unknown,Fake,6,,
IL24,GZMB,unknown,Fake,6,,
IL24,SOCS1,unknown,Fake,6,,
IL24,STAT5,unknown,Fake,6,,
IL24,TGFB,unknown,Fake,6,,
IL24,IL4R_2,unknown,Fake,6,,
IL24,IL2R_2,unknown,Fake,6,,
IL24,IL3,unknown,Fake,6,,
IL24,IL24,unknown,Fake,6,,
IL24,IFNG_2,unknown,Fake,6,,
IL24,GATA3,unknown,Fake,6,,
IL24,RORGT,unknown,Fake,6,,
IL24,IL10,unknown,Fake,6,,
IL24,IL23R,unknown,Fake,6,,
IL24,BCL6,unknown,Fake,6,,
IL24,IL6R,unknown,Fake,6,,
IL24,IL35,unknown,Fake,6,,
IL24,IL25R,unknown,Fake,6,,
IL24,IL2R,unknown,Fake,6,,
IL24,CMAF,unknown,Fake,6,,
IL24,IFNG,unknown,Fake,6,,
IL24,IL1R1,unknown,Fake,6,,
IL24,IL10R,unknown,Fake,6,,
IL22,IL21R,unknown,Fake,6,,
IL22,IL12R,unknown,Fake,6,,
IL22,IL18R,unknown,Fake,6,,
IL22,IL12RB2,unknown,Fake,6,,
IL22,JAK1,unknown,Fake,6,,
IL22,IL21,unknown,Fake,6,,
IL22,IL23,unknown,Fake,6,,
IL22,TBET,unknown,Fake,6,,
IL22,THPOK,unknown,Fake,6,,
IL22,IL4RA_2,unknown,Fake,6,,
IL22,STAT1,unknown,Fake,6,,
IL22,IL33R,unknown,Fake,6,,
IL22,IL22,unknown,Fake,6,,
IL22,IFNGR_2,unknown,Fake,6,,
IL22,IRF1,unknown,Fake,6,,
IL22,STAT4,unknown,Fake,6,,
IL22,IFNGR,unknown,Fake,6,,
IL22,PU1,unknown,Fake,6,,
IL22,EOMES,unknown,Fake,6,,
